,BS_sonic_1,BS_sonic_2,BS_sonic_3,BS_triflic_1,BS_triflic_2,BS_triflic_3,Jurkat_sonic_1,Jurkat_sonic_2,Jurkat_sonic_3,Jurkat_triflic_1,Jurkat_triflic_2,Jurkat_triflic_3,PA_pellet_1,PA_pellet_2,PA_pellet_3,PA_sonic_1,PA_sonic_2,PA_sonic_3,PA_triflic_1,PA_triflic_2,PA_triflic_3
O14980,,,,,,,4.0,,,5.0,5.0,3.0,,,,,,,,,
O14981,,,,,,,,2.0,,,,,,,,,,,,,
O15020,,,,,,,8.0,,2.0,3.0,,,,,,,,,,,
O15042,,,,,,,12.0,,8.0,4.0,2.0,,,,,,,,,,
O15067,,,,,,,34.0,15.0,21.0,8.0,13.0,11.0,,,,,,,,,
O15117,,,,,,,7.0,,3.0,2.0,,5.0,,,,,,,,,
O15131,,,,,,,2.0,,,,,,,,,,,,,,
O15143,,,,,,,3.0,,,2.0,2.0,3.0,,,,,,,,,
O15144,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,,
O15234,,,,,,,2.0,,2.0,,,,,,,,,,,,
O15235,,,,,,,3.0,,,,,,,,,,,,,,
O15355,,,,,,,4.0,2.0,,,,,,,,,,,,,
O15371,,,,,,,3.0,,,,,,,,,,,,,,
O15391,,,,,,,,,3.0,,,,,,,,,,,,
O15399,,,,,,,,,,,,4.0,,,,,,,,,
O15523,,,,,,,9.0,,6.0,15.0,3.0,6.0,,,,,,,,,
O30506,,,,,,,,,,,,,4.0,3.0,3.0,,,,,,
O30508,,,,,,,,,,,,,66.0,55.0,44.0,62.0,104.0,35.0,15.0,49.0,53.0
O30509,20.0,16.0,19.0,10.0,13.0,37.0,,,,,,,,,,,,,,,
O30601,,,,,2.0,4.0,,,,,,,,,,,,,,,
O31404,29.0,21.0,22.0,8.0,11.0,25.0,,,,,,,,,,,,,,,
O31418,,,,,,3.0,,,,,,,,,,,,,,,
O31422,,,,4.0,3.0,3.0,,,,,,,,,,,,,,,
O31423,3.0,,,,,,,,,,,,,,,,,,,,
O31429,8.0,3.0,,,,,,,,,,,,,,,,,,,
O31440,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,
O31441,15.0,17.0,10.0,,,,,,,,,,,,,,,,,,
O31454,,,,,,2.0,,,,,,,,,,,,,,,
O31455,,,,9.0,3.0,4.0,,,,,,,,,,,,,,,
O31456,,,,,,2.0,,,,,,,,,,,,,,,
O31457,,2.0,5.0,14.0,8.0,4.0,,,,,,,,,,,,,,,
O31475,,,,,,3.0,,,,,,,,,,,,,,,
O31479,,,,,,7.0,,,,,,,,,,,,,,,
O31484,2.0,4.0,,,2.0,,,,,,,,,,,,,,,,
O31489,,,,9.0,5.0,7.0,,,,,,,,,,,,,,,
O31497,,,,,2.0,,,,,,,,,,,,,,,,
O31498,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,
O31501,6.0,5.0,3.0,,,,,,,,,,,,,,,,,,
O31502,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,
O31506,,,,,,4.0,,,,,,,,,,,,,,,
O31509,2.0,12.0,8.0,,,14.0,,,,,,,,,,,,,,,
O31534,4.0,9.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,
O31535,,,2.0,,,,,,,,,,,,,,,,,,
O31544,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,
O31545,4.0,3.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,
O31546,6.0,5.0,,,,4.0,,,,,,,,,,,,,,,
O31550,6.0,7.0,9.0,21.0,16.0,39.0,,,,,,,,,,,,,,,
O31556,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,
O31567,10.0,4.0,10.0,18.0,20.0,36.0,,,,,,,,,,,,,,,
O31570,3.0,,,5.0,3.0,8.0,,,,,,,,,,,,,,,
O31571,2.0,,3.0,7.0,21.0,42.0,,,,,,,,,,,,,,,
O31576,,,,7.0,3.0,,,,,,,,,,,,,,,,
O31581,19.0,17.0,13.0,,2.0,2.0,,,,,,,,,,,,,,,
O31590,9.0,7.0,7.0,18.0,33.0,41.0,,,,,,,,,,,,,,,
O31601,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,
O31602,2.0,,3.0,,,,,,,,,,,,,,,,,,
O31605,50.0,48.0,39.0,19.0,28.0,29.0,,,,,,,,,,,,,,,
O31607,2.0,,,,3.0,8.0,,,,,,,,,,,,,,,
O31609,,,2.0,,,,,,,,,,,,,,,,,,
O31610,3.0,,,2.0,3.0,,,,,,,,,,,,,,,,
O31611,,3.0,,,,4.0,,,,,,,,,,,,,,,
O31612,6.0,4.0,5.0,3.0,5.0,13.0,,,,,,,,,,,,,,,
O31613,,,,,,3.0,,,,,,,,,,,,,,,
O31614,,,,,4.0,5.0,,,,,,,,,,,,,,,
O31628,,2.0,,,,,,,,,,,,,,,,,,,
O31629,220.0,241.0,304.0,8.0,11.0,29.0,,,,,,,,,,,,,,,
O31630,21.0,18.0,22.0,9.0,14.0,36.0,,,,,,,,,,,,,,,
O31631,5.0,3.0,7.0,,,,,,,,,,,,,,,,,,
O31632,6.0,3.0,9.0,,,,,,,,,,,,,,,,,,
O31635,,,,8.0,4.0,,,,,,,,,,,,,,,,
O31638,,,,,,6.0,,,,,,,,,,,,,,,
O31639,4.0,5.0,3.0,,,4.0,,,,,,,,,,,,,,,
O31641,,2.0,,,,2.0,,,,,,,,,,,,,,,
O31642,3.0,3.0,,,,,,,,,,,,,,,,,,,
O31644,,,,5.0,10.0,10.0,,,,,,,,,,,,,,,
O31645,7.0,6.0,7.0,19.0,16.0,33.0,,,,,,,,,,,,,,,
O31646,6.0,6.0,5.0,61.0,55.0,65.0,,,,,,,,,,,,,,,
O31656,6.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,
O31657,,,,,3.0,4.0,,,,,,,,,,,,,,,
O31664,2.0,7.0,3.0,,,,,,,,,,,,,,,,,,
O31669,18.0,15.0,8.0,,,,,,,,,,,,,,,,,,
O31671,4.0,,4.0,,,,,,,,,,,,,,,,,,
O31673,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,
O31675,4.0,4.0,7.0,4.0,5.0,6.0,,,,,,,,,,,,,,,
O31676,,,,,2.0,2.0,,,,,,,,,,,,,,,
O31677,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,
O31678,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,
O31688,5.0,8.0,9.0,6.0,,11.0,,,,,,,,,,,,,,,
O31689,21.0,21.0,22.0,8.0,13.0,19.0,,,,,,,,,,,,,,,
O31690,,,,,,2.0,,,,,,,,,,,,,,,
O31691,,,,,2.0,4.0,,,,,,,,,,,,,,,
O31698,4.0,3.0,3.0,6.0,2.0,3.0,,,,,,,,,,,,,,,
O31699,7.0,4.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,
O31703,17.0,17.0,22.0,2.0,,2.0,,,,,,,,,,,,,,,
O31709,3.0,3.0,3.0,6.0,8.0,9.0,,,,,,,,,,,,,,,
O31710,,2.0,,4.0,4.0,6.0,,,,,,,,,,,,,,,
O31711,,,,3.0,3.0,10.0,,,,,,,,,,,,,,,
O31714,,,,,,4.0,,,,,,,,,,,,,,,
O31716,10.0,17.0,14.0,23.0,21.0,32.0,,,,,,,,,,,,,,,
O31717,4.0,3.0,3.0,,5.0,24.0,,,,,,,,,,,,,,,
O31718,8.0,7.0,2.0,,2.0,,,,,,,,,,,,,,,,
O31726,,,,,2.0,4.0,,,,,,,,,,,,,,,
O31728,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,
O31729,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,
O31740,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
O31741,,,,4.0,,,,,,,,,,,,,,,,,
O31742,,3.0,5.0,11.0,12.0,26.0,,,,,,,,,,,,,,,
O31743,,4.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,
O31744,,,,,2.0,,,,,,,,,,,,,,,,
O31749,4.0,2.0,3.0,,,8.0,,,,,,,,,,,,,,,
O31751,5.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,
O31753,5.0,,,14.0,20.0,15.0,,,,,,,,,,,,,,,
O31754,3.0,,2.0,3.0,,3.0,,,,,,,,,,,,,,,
O31755,12.0,11.0,17.0,35.0,50.0,61.0,,,,,,,,,,,,,,,
O31760,29.0,34.0,25.0,21.0,32.0,47.0,,,,,,,,,,,,,,,
O31764,3.0,8.0,2.0,5.0,8.0,20.0,,,,,,,,,,,,,,,
O31766,14.0,17.0,29.0,4.0,5.0,33.0,,,,,,,,,,,,,,,
O31767,,,2.0,,,,,,,,,,,,,,,,,,
O31771,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,
O31773,,,,2.0,3.0,14.0,,,,,,,,,,,,,,,
O31774,22.0,14.0,15.0,21.0,21.0,21.0,,,,,,,,,,,,,,,
O31775,14.0,13.0,11.0,,3.0,4.0,,,,,,,,,,,,,,,
O31776,115.0,95.0,108.0,13.0,21.0,20.0,,,,,,,,,,,,,,,
O31777,193.0,118.0,124.0,26.0,26.0,47.0,,,,,,,,,,,,,,,
O31778,38.0,26.0,41.0,40.0,36.0,30.0,,,,,,,,,,,,,,,
O31779,2.0,5.0,3.0,6.0,6.0,4.0,,,,,,,,,,,,,,,
O31784,,,2.0,,,,,,,,,,,,,,,,,,
O31785,,3.0,2.0,7.0,18.0,13.0,,,,,,,,,,,,,,,
O31786,,3.0,3.0,,,,,,,,,,,,,,,,,,
O31796,,,,35.0,40.0,32.0,,,,,,,,,,,,,,,
O31799,,2.0,,,,,,,,,,,,,,,,,,,
O31801,,,,2.0,,,,,,,,,,,,,,,,,
O31806,7.0,2.0,6.0,4.0,7.0,5.0,,,,,,,,,,,,,,,
O31822,,,,,,3.0,,,,,,,,,,,,,,,
O31823,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,
O31827,,,,2.0,3.0,3.0,,,,,,,,,,,,,,,
O31844,,,,,3.0,4.0,,,,,,,,,,,,,,,
O31847,,,,,6.0,5.0,,,,,,,,,,,,,,,
O31848,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
O31850,,2.0,,2.0,7.0,2.0,,,,,,,,,,,,,,,
O31852,,,,,,4.0,,,,,,,,,,,,,,,
O31856,,,,,,2.0,,,,,,,,,,,,,,,
O31857,2.0,4.0,3.0,,,5.0,,,,,,,,,,,,,,,
O31858,,2.0,,5.0,,5.0,,,,,,,,,,,,,,,
O31875,,,,7.0,3.0,2.0,,,,,,,,,,,,,,,
O31916,,4.0,3.0,,,,,,,,,,,,,,,,,,
O31925,,,,2.0,3.0,,,,,,,,,,,,,,,,
O31937,5.0,,2.0,,3.0,,,,,,,,,,,,,,,,
O31942,,,,2.0,4.0,,,,,,,,,,,,,,,,
O31974,,,,3.0,,,,,,,,,,,,,,,,,
O31978,2.0,,6.0,,,,,,,,,,,,,,,,,,
O31986,13.0,8.0,14.0,10.0,12.0,10.0,,,,,,,,,,,,,,,
O31989,,,,5.0,9.0,37.0,,,,,,,,,,,,,,,
O31995,,,,,,3.0,,,,,,,,,,,,,,,
O31997,,,,,,2.0,,,,,,,,,,,,,,,
O31998,,3.0,,,,,,,,,,,,,,,,,,,
O32000,10.0,10.0,12.0,7.0,11.0,12.0,,,,,,,,,,,,,,,
O32001,,,,,,2.0,,,,,,,,,,,,,,,
O32002,,,,,,5.0,,,,,,,,,,,,,,,
O32003,15.0,13.0,10.0,3.0,12.0,5.0,,,,,,,,,,,,,,,
O32022,,,,,,3.0,,,,,,,,,,,,,,,
O32023,,,,3.0,,3.0,,,,,,,,,,,,,,,
O32028,10.0,13.0,14.0,27.0,32.0,53.0,,,,,,,,,,,,,,,
O32033,,,,2.0,,2.0,,,,,,,,,,,,,,,
O32034,8.0,4.0,9.0,18.0,13.0,10.0,,,,,,,,,,,,,,,
O32035,,,,,2.0,2.0,,,,,,,,,,,,,,,
O32037,,2.0,,2.0,5.0,6.0,,,,,,,,,,,,,,,
O32038,30.0,23.0,38.0,13.0,20.0,32.0,,,,,,,,,,,,,,,
O32039,4.0,7.0,3.0,8.0,5.0,14.0,,,,,,,,,,,,,,,
O32044,3.0,,3.0,3.0,,5.0,,,,,,,,,,,,,,,
O32047,19.0,27.0,24.0,15.0,16.0,21.0,,,,,,,,,,,,,,,
O32049,,,,,4.0,5.0,,,,,,,,,,,,,,,
O32052,33.0,24.0,32.0,9.0,5.0,12.0,,,,,,,,,,,,,,,
O32053,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,
O32054,,3.0,2.0,3.0,5.0,8.0,,,,,,,,,,,,,,,
O32055,,,,3.0,5.0,3.0,,,,,,,,,,,,,,,
O32065,3.0,3.0,,,,3.0,,,,,,,,,,,,,,,
O32071,2.0,,,,,,,,,,,,,,,,,,,,
O32072,7.0,7.0,10.0,,2.0,,,,,,,,,,,,,,,,
O32078,19.0,23.0,25.0,12.0,10.0,12.0,,,,,,,,,,,,,,,
O32086,,,,,,2.0,,,,,,,,,,,,,,,
O32090,16.0,18.0,12.0,26.0,45.0,37.0,,,,,,,,,,,,,,,
O32091,,3.0,,3.0,4.0,,,,,,,,,,,,,,,,
O32092,,,,,2.0,,,,,,,,,,,,,,,,
O32093,5.0,5.0,6.0,,3.0,4.0,,,,,,,,,,,,,,,
O32099,,,,2.0,2.0,9.0,,,,,,,,,,,,,,,
O32102,,,,9.0,14.0,20.0,,,,,,,,,,,,,,,
O32103,2.0,2.0,,,,,,,,,,,,,,,,,,,
O32106,4.0,3.0,6.0,,2.0,4.0,,,,,,,,,,,,,,,
O32113,3.0,3.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,
O32114,9.0,2.0,10.0,,8.0,,,,,,,,,,,,,,,,
O32117,11.0,7.0,9.0,6.0,13.0,11.0,,,,,,,,,,,,,,,
O32118,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,
O32119,,2.0,,2.0,7.0,5.0,,,,,,,,,,,,,,,
O32125,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,
O32126,,,,8.0,9.0,13.0,,,,,,,,,,,,,,,
O32127,,,,,4.0,21.0,,,,,,,,,,,,,,,
O32129,2.0,2.0,,4.0,12.0,15.0,,,,,,,,,,,,,,,
O32133,3.0,3.0,2.0,2.0,,7.0,,,,,,,,,,,,,,,
O32159,,4.0,,,,,,,,,,,,,,,,,,,
O32161,10.0,4.0,8.0,3.0,,2.0,,,,,,,,,,,,,,,
O32162,95.0,117.0,76.0,31.0,37.0,103.0,,,,,,,,,,,,,,,
O32164,74.0,68.0,86.0,48.0,46.0,67.0,,,,,,,,,,,,,,,
O32165,145.0,130.0,185.0,53.0,63.0,59.0,,,,,,,,,,,,,,,
O32167,3.0,5.0,3.0,18.0,22.0,26.0,,,,,,,,,,,,,,,
O32169,5.0,6.0,7.0,,,2.0,,,,,,,,,,,,,,,
O32174,10.0,11.0,5.0,17.0,51.0,45.0,,,,,,,,,,,,,,,
O32175,,,3.0,4.0,2.0,,,,,,,,,,,,,,,,
O32176,80.0,73.0,75.0,6.0,9.0,9.0,,,,,,,,,,,,,,,
O32177,84.0,34.0,78.0,,,,,,,,,,,,,,,,,,
O32178,62.0,52.0,60.0,4.0,2.0,4.0,,,,,,,,,,,,,,,
O32182,,,,5.0,,2.0,,,,,,,,,,,,,,,
O32188,,,,4.0,,11.0,,,,,,,,,,,,,,,
O32192,2.0,2.0,3.0,6.0,7.0,6.0,,,,,,,,,,,,,,,
O32201,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,
O32207,,,,2.0,2.0,,,,,,,,,,,,,,,,
O32210,76.0,48.0,59.0,57.0,157.0,167.0,,,,,,,,,,,,,,,
O32213,52.0,44.0,50.0,8.0,9.0,13.0,,,,,,,,,,,,,,,
O32214,7.0,3.0,7.0,,,,,,,,,,,,,,,,,,
O32218,16.0,23.0,20.0,7.0,18.0,20.0,,,,,,,,,,,,,,,
O32219,,,,3.0,,,,,,,,,,,,,,,,,
O32223,55.0,52.0,40.0,29.0,43.0,41.0,,,,,,,,,,,,,,,
O32224,4.0,3.0,6.0,3.0,4.0,5.0,,,,,,,,,,,,,,,
O32229,,3.0,2.0,,,4.0,,,,,,,,,,,,,,,
O32231,7.0,7.0,5.0,13.0,15.0,13.0,,,,,,,,,,,,,,,
O32232,4.0,7.0,8.0,13.0,15.0,28.0,,,,,,,,,,,,,,,
O32239,,,,,,4.0,,,,,,,,,,,,,,,
O32247,,,,,,2.0,,,,,,,,,,,,,,,
O32248,20.0,13.0,29.0,3.0,5.0,5.0,,,,,,,,,,,,,,,
O32253,4.0,5.0,5.0,3.0,10.0,9.0,,,,,,,,,,,,,,,
O32259,25.0,29.0,42.0,13.0,23.0,26.0,,,,,,,,,,,,,,,
O32264,7.0,7.0,11.0,2.0,8.0,5.0,,,,,,,,,,,,,,,
O32294,,,,7.0,5.0,7.0,,,,,,,,,,,,,,,
O33407,,,,,,,,,,,,,9.0,6.0,17.0,,,,,7.0,2.0
O33877,,,,,,,,,,,,,19.0,10.0,16.0,6.0,,3.0,3.0,4.0,5.0
O34305,,,,5.0,7.0,2.0,,,,,,,,,,,,,,,
O34309,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,
O34324,,,,,,6.0,,,,,,,,,,,,,,,
O34327,,,4.0,6.0,5.0,5.0,,,,,,,,,,,,,,,
O34328,,,,7.0,6.0,5.0,,,,,,,,,,,,,,,
O34330,,2.0,,,,,,,,,,,,,,,,,,,
O34334,19.0,15.0,17.0,25.0,21.0,33.0,,,,,,,,,,,,,,,
O34338,10.0,16.0,6.0,6.0,5.0,8.0,,,,,,,,,,,,,,,
O34340,27.0,27.0,28.0,10.0,16.0,18.0,,,,,,,,,,,,,,,
O34344,2.0,,,,,,,,,,,,,,,,,,,,
O34347,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,
O34348,9.0,4.0,8.0,17.0,8.0,18.0,,,,,,,,,,,,,,,
O34351,,,,176.0,316.0,185.0,,,,,,,,,,,,,,,
O34355,,,,2.0,2.0,9.0,,,,,,,,,,,,,,,
O34357,35.0,24.0,54.0,6.0,16.0,11.0,,,,,,,,,,,,,,,
O34366,16.0,13.0,3.0,21.0,2.0,12.0,,,,,,,,,,,,,,,
O34384,2.0,2.0,5.0,4.0,9.0,10.0,,,,,,,,,,,,,,,
O34385,6.0,4.0,6.0,4.0,4.0,5.0,,,,,,,,,,,,,,,
O34392,,,,2.0,3.0,6.0,,,,,,,,,,,,,,,
O34394,,,,10.0,6.0,10.0,,,,,,,,,,,,,,,
O34399,,,,,2.0,,,,,,,,,,,,,,,,
O34400,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,
O34403,4.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,
O34425,114.0,91.0,97.0,274.0,430.0,815.0,,,,,,,,,,,,,,,
O34433,6.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,
O34434,,,,2.0,,8.0,,,,,,,,,,,,,,,
O34441,,,,,3.0,,,,,,,,,,,,,,,,
O34442,2.0,,,,,3.0,,,,,,,,,,,,,,,
O34443,2.0,,,5.0,8.0,26.0,,,,,,,,,,,,,,,
O34445,,3.0,,3.0,4.0,5.0,,,,,,,,,,,,,,,
O34448,5.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,
O34450,4.0,7.0,8.0,,2.0,,,,,,,,,,,,,,,,
O34453,,,,,2.0,,,,,,,,,,,,,,,,
O34454,,2.0,,14.0,22.0,28.0,,,,,,,,,,,,,,,
O34468,23.0,20.0,19.0,,,,,,,,,,,,,,,,,,
O34469,3.0,6.0,7.0,4.0,,4.0,,,,,,,,,,,,,,,
O34470,,,,,,3.0,,,,,,,,,,,,,,,
O34474,,,,,2.0,,,,,,,,,,,,,,,,
O34475,17.0,15.0,13.0,,,,,,,,,,,,,,,,,,
O34476,3.0,5.0,5.0,,2.0,,,,,,,,,,,,,,,,
O34478,,,,,,6.0,,,,,,,,,,,,,,,
O34481,,,,,,2.0,,,,,,,,,,,,,,,
O34483,7.0,9.0,7.0,,,,,,,,,,,,,,,,,,
O34484,2.0,5.0,7.0,14.0,20.0,19.0,,,,,,,,,,,,,,,
O34495,,,,,4.0,,,,,,,,,,,,,,,,
O34496,2.0,3.0,2.0,3.0,4.0,7.0,,,,,,,,,,,,,,,
O34497,4.0,2.0,,,,,,,,,,,,,,,,,,,
O34499,69.0,67.0,62.0,36.0,39.0,34.0,,,,,,,,,,,,,,,
O34510,,,,,4.0,11.0,,,,,,,,,,,,,,,
O34512,,2.0,4.0,7.0,5.0,8.0,,,,,,,,,,,,,,,
O34514,,,4.0,,,,,,,,,,,,,,,,,,
O34516,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,
O34522,,2.0,3.0,,,,,,,,,,,,,,,,,,
O34525,,,,2.0,2.0,5.0,,,,,,,,,,,,,,,
O34526,31.0,20.0,31.0,17.0,27.0,34.0,,,,,,,,,,,,,,,
O34527,9.0,10.0,13.0,,6.0,2.0,,,,,,,,,,,,,,,
O34528,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,
O34529,29.0,22.0,26.0,75.0,176.0,98.0,,,,,,,,,,,,,,,
O34534,,,,,2.0,,,,,,,,,,,,,,,,
O34539,10.0,3.0,8.0,,,,,,,,,,,,,,,,,,
O34553,20.0,22.0,20.0,,,,,,,,,,,,,,,,,,
O34557,2.0,,3.0,5.0,7.0,9.0,,,,,,,,,,,,,,,
O34558,,,,5.0,4.0,3.0,,,,,,,,,,,,,,,
O34559,,,2.0,,,,,,,,,,,,,,,,,,
O34564,,4.0,4.0,17.0,27.0,31.0,,,,,,,,,,,,,,,
O34565,,,,,,2.0,,,,,,,,,,,,,,,
O34577,5.0,3.0,6.0,,,,,,,,,,,,,,,,,,
O34580,,,,,3.0,15.0,,,,,,,,,,,,,,,
O34588,,,,,,3.0,,,,,,,,,,,,,,,
O34589,,,,,,4.0,,,,,,,,,,,,,,,
O34591,178.0,130.0,166.0,27.0,32.0,74.0,,,,,,,,,,,,,,,
O34592,10.0,7.0,4.0,,,,,,,,,,,,,,,,,,
O34594,7.0,3.0,9.0,7.0,3.0,,,,,,,,,,,,,,,,
O34595,2.0,,2.0,,,,,,,,,,,,,,,,,,
O34596,2.0,,,,,,,,,,,,,,,,,,,,
O34599,3.0,,,5.0,9.0,13.0,,,,,,,,,,,,,,,
O34600,,,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,
O34607,7.0,3.0,6.0,3.0,2.0,4.0,,,,,,,,,,,,,,,
O34617,6.0,7.0,10.0,,2.0,5.0,,,,,,,,,,,,,,,
O34621,,2.0,2.0,,,,,,,,,,,,,,,,,,
O34623,2.0,4.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,
O34628,18.0,18.0,17.0,12.0,19.0,20.0,,,,,,,,,,,,,,,
O34629,,2.0,,,,,,,,,,,,,,,,,,,
O34632,,,2.0,,,,,,,,,,,,,,,,,,
O34633,46.0,41.0,46.0,18.0,28.0,45.0,,,,,,,,,,,,,,,
O34635,26.0,27.0,27.0,8.0,12.0,16.0,,,,,,,,,,,,,,,
O34640,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,
O34645,35.0,36.0,35.0,,,3.0,,,,,,,,,,,,,,,
O34658,,,,7.0,4.0,7.0,,,,,,,,,,,,,,,
O34659,2.0,2.0,,,,,,,,,,,,,,,,,,,
O34660,145.0,110.0,121.0,73.0,84.0,125.0,,,,,,,,,,,,,,,
O34666,,,,,,3.0,,,,,,,,,,,,,,,
O34667,14.0,15.0,18.0,6.0,10.0,10.0,,,,,,,,,,,,,,,
O34678,3.0,4.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,
O34689,3.0,2.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,,,
O34693,,,,,,3.0,,,,,,,,,,,,,,,
O34705,2.0,2.0,3.0,,2.0,3.0,,,,,,,,,,,,,,,
O34707,,,,5.0,3.0,2.0,,,,,,,,,,,,,,,
O34714,15.0,12.0,14.0,110.0,83.0,96.0,,,,,,,,,,,,,,,
O34720,8.0,5.0,10.0,,,,,,,,,,,,,,,,,,
O34723,,,,,,2.0,,,,,,,,,,,,,,,
O34725,,,,4.0,3.0,3.0,,,,,,,,,,,,,,,
O34743,65.0,61.0,71.0,5.0,13.0,20.0,,,,,,,,,,,,,,,
O34746,4.0,7.0,3.0,13.0,15.0,17.0,,,,,,,,,,,,,,,
O34750,,3.0,4.0,3.0,4.0,13.0,,,,,,,,,,,,,,,
O34751,10.0,8.0,8.0,14.0,2.0,4.0,,,,,,,,,,,,,,,
O34752,,,,,3.0,,,,,,,,,,,,,,,,
O34758,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,
O34764,13.0,14.0,10.0,6.0,9.0,14.0,,,,,,,,,,,,,,,
O34767,,,,7.0,5.0,,,,,,,,,,,,,,,,
O34768,,,,15.0,38.0,10.0,,,,,,,,,,,,,,,
O34779,,2.0,4.0,,,,,,,,,,,,,,,,,,
O34782,3.0,3.0,,,,,,,,,,,,,,,,,,,
O34784,,,,2.0,2.0,5.0,,,,,,,,,,,,,,,
O34785,,,,,,3.0,,,,,,,,,,,,,,,
O34787,,,,,,3.0,,,,,,,,,,,,,,,
O34788,369.0,308.0,282.0,229.0,373.0,710.0,,,,,,,,,,,,,,,
O34789,,,,4.0,7.0,15.0,,,,,,,,,,,,,,,
O34790,,,,,3.0,2.0,,,,,,,,,,,,,,,
O34797,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,
O34798,,,,,3.0,,,,,,,,,,,,,,,,
O34803,,,,2.0,4.0,5.0,,,,,,,,,,,,,,,
O34809,7.0,10.0,8.0,,3.0,9.0,,,,,,,,,,,,,,,
O34812,35.0,24.0,26.0,3.0,8.0,3.0,,,,,,,,,,,,,,,
O34814,,,,2.0,6.0,5.0,,,,,,,,,,,,,,,
O34824,17.0,20.0,15.0,12.0,18.0,22.0,,,,,,,,,,,,,,,
O34825,2.0,2.0,3.0,3.0,,14.0,,,,,,,,,,,,,,,
O34827,,,,4.0,5.0,,,,,,,,,,,,,,,,
O34828,9.0,9.0,3.0,,,,,,,,,,,,,,,,,,
O34833,11.0,12.0,13.0,11.0,16.0,16.0,,,,,,,,,,,,,,,
O34841,,,,5.0,4.0,7.0,,,,,,,,,,,,,,,
O34842,4.0,4.0,6.0,,,,,,,,,,,,,,,,,,
O34847,22.0,10.0,17.0,17.0,14.0,41.0,,,,,,,,,,,,,,,
O34851,,2.0,,,,,,,,,,,,,,,,,,,
O34857,,,,6.0,7.0,14.0,,,,,,,,,,,,,,,
O34860,,2.0,2.0,9.0,15.0,16.0,,,,,,,,,,,,,,,
O34863,17.0,11.0,30.0,4.0,4.0,6.0,,,,,,,,,,,,,,,
O34866,,2.0,2.0,,4.0,4.0,,,,,,,,,,,,,,,
O34872,,,3.0,7.0,9.0,6.0,,,,,,,,,,,,,,,
O34874,,,,,,2.0,,,,,,,,,,,,,,,
O34876,,2.0,,,,,,,,,,,,,,,,,,,
O34877,,,,3.0,2.0,3.0,,,,,,,,,,,,,,,
O34885,,,,3.0,6.0,14.0,,,,,,,,,,,,,,,
O34894,10.0,8.0,14.0,19.0,7.0,7.0,,,,,,,,,,,,,,,
O34909,124.0,78.0,90.0,37.0,44.0,54.0,,,,,,,,,,,,,,,
O34910,,,,,3.0,,,,,,,,,,,,,,,,
O34916,,2.0,3.0,5.0,8.0,7.0,,,,,,,,,,,,,,,
O34922,,,,,2.0,,,,,,,,,,,,,,,,
O34924,8.0,9.0,7.0,7.0,13.0,21.0,,,,,,,,,,,,,,,
O34925,4.0,5.0,3.0,4.0,3.0,41.0,,,,,,,,,,,,,,,
O34926,,,,186.0,216.0,378.0,,,,,,,,,,,,,,,
O34930,,,,,4.0,7.0,,,,,,,,,,,,,,,
